Offer                                         Publisher    Sku                           Urn                                                                                          Version
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04:18.04.202203020                  18.04.202203020
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202105080             18.04.202105080
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202106090             18.04.202106090
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202106220             18.04.202106220
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202107160             18.04.202107160
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202107200             18.04.202107200
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202108020             18.04.202108020
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202108170             18.04.202108170
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202108250             18.04.202108250
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202109180             18.04.202109180
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202109280             18.04.202109280
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202110120             18.04.202110120
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202110210             18.04.202110210
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202111030             18.04.202111030
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202111080             18.04.202111080
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202111220             18.04.202111220
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202112060             18.04.202112060
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202112080             18.04.202112080
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202201110             18.04.202201110
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202201180             18.04.202201180
0001-com-ubuntu-pro-advanced-sla-nestle       Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-nestle:pro-18_04-gen2:18.04.202203020             18.04.202203020
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.20201014                   18.04.20201014
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202101191                  18.04.202101191
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202103160                  18.04.202103160
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202103250                  18.04.202103250
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202104150                  18.04.202104150
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202105080                  18.04.202105080
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202106090                  18.04.202106090
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202106220                  18.04.202106220
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202107200                  18.04.202107200
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202108020                  18.04.202108020
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202108170                  18.04.202108170
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202108250                  18.04.202108250
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202109180                  18.04.202109180
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202109280                  18.04.202109280
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202110120                  18.04.202110120
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202110210                  18.04.202110210
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202111030                  18.04.202111030
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04                         Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04:18.04.202201180                  18.04.202201180
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202105080             18.04.202105080
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202106090             18.04.202106090
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202106220             18.04.202106220
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202107200             18.04.202107200
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202108020             18.04.202108020
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202108170             18.04.202108170
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202108250             18.04.202108250
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202109180             18.04.202109180
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202109280             18.04.202109280
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202110120             18.04.202110120
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202110210             18.04.202110210
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202111030             18.04.202111030
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    18_04-gen2                    Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:18_04-gen2:18.04.202201180             18.04.202201180
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202010201         18.04.202010201
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202103160         18.04.202103160
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202103250         18.04.202103250
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202104130         18.04.202104130
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202105080         18.04.202105080
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202105260         18.04.202105260
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202106220         18.04.202106220
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202107160         18.04.202107160
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202108020         18.04.202108020
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202110210         18.04.202110210
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202111030         18.04.202111030
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202201170         18.04.202201170
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04                Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04:18.04.202202130         18.04.202202130
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202105080    18.04.202105080
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202105260    18.04.202105260
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202106220    18.04.202106220
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202107160    18.04.202107160
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202108020    18.04.202108020
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202110210    18.04.202110210
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202111030    18.04.202111030
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202201170    18.04.202201170
0001-com-ubuntu-pro-advanced-sla-servicenow   Canonical    pro-fips-18_04-gen2           Canonical:0001-com-ubuntu-pro-advanced-sla-servicenow:pro-fips-18_04-gen2:18.04.202202130    18.04.202202130
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.20201014                    16.04.20201014
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202101190                   16.04.202101190
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202103100                   16.04.202103100
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202104160                   16.04.202104160
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202104290                   16.04.202104290
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202106110                   16.04.202106110
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202106230                   16.04.202106230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202108040                   16.04.202108040
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202109280                   16.04.202109280
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04:16.04.202202230                   16.04.202202230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202104290              16.04.202104290
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202106110              16.04.202106110
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202106230              16.04.202106230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202108040              16.04.202108040
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202109280              16.04.202109280
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-16_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-16_04-gen2:16.04.202202230              16.04.202202230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.20201014                    18.04.20201014
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202103080                   18.04.202103080
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202103160                   18.04.202103160
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202103250                   18.04.202103250
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202104150                   18.04.202104150
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202105080                   18.04.202105080
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202106090                   18.04.202106090
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202106220                   18.04.202106220
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202107200                   18.04.202107200
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202108020                   18.04.202108020
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202108170                   18.04.202108170
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202108250                   18.04.202108250
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202109180                   18.04.202109180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202110120                   18.04.202110120
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202110210                   18.04.202110210
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202111080                   18.04.202111080
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202111220                   18.04.202111220
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202112060                   18.04.202112060
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04:18.04.202201180                   18.04.202201180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202105080              18.04.202105080
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202106090              18.04.202106090
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202106220              18.04.202106220
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202107200              18.04.202107200
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202108020              18.04.202108020
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202108170              18.04.202108170
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202108250              18.04.202108250
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202109180              18.04.202109180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202110120              18.04.202110120
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202110210              18.04.202110210
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202111080              18.04.202111080
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202111220              18.04.202111220
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202112060              18.04.202112060
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-18_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-18_04-gen2:18.04.202201180              18.04.202201180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.20201014                    20.04.20201014
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202102230                   20.04.202102230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202103160                   20.04.202103160
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202103250                   20.04.202103250
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202104150                   20.04.202104150
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202105180                   20.04.202105180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202106230                   20.04.202106230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202107200                   20.04.202107200
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202108060                   20.04.202108060
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202108240                   20.04.202108240
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202109170                   20.04.202109170
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202110040                   20.04.202110040
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202111020                   20.04.202111020
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202111210                   20.04.202111210
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202112060                   20.04.202112060
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202201180                   20.04.202201180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04                     Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04:20.04.202202151                   20.04.202202151
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202105180              20.04.202105180
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202106230              20.04.202106230
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202107200              20.04.202107200
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202108060              20.04.202108060
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202108240              20.04.202108240
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202109170              20.04.202109170
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202110040              20.04.202110040
0001-com-ubuntu-pro-advanced-sla-shell        Canonical    pro-20_04-gen2                Canonical:0001-com-ubuntu-pro-advanced-sla-shell:pro-20_04-gen2:20.04.202111020              20.04.202111020
